mlbam_id,GS,W,L,CG,SHO,SV,BS,HLD,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP
518774,28,6,14,0,0,0,0,0,127.2,160,96,89,19,37,1,95,5,0,3
606930,0,1,2,0,0,2,0,1,28.2,31,20,20,7,11,0,33,1,0,0
594056,0,0,0,0,0,0,1,0,14.1,19,11,10,1,5,0,5,0,0,5
668820,9,2,3,0,0,0,0,0,38.2,47,28,27,4,19,3,32,4,0,2
519043,13,2,4,0,0,0,0,1,73.0,78,54,51,15,38,4,63,2,0,3
592826,21,3,9,0,0,0,0,0,94.1,91,68,66,23,49,2,101,4,0,2
542960,0,1,2,0,0,1,2,10,30.0,30,26,21,5,18,2,33,1,0,2
593833,0,2,3,0,0,0,3,7,42.2,45,35,30,11,15,1,44,4,0,5
656464,0,0,1,0,0,0,1,6,28.1,30,24,20,7,14,0,31,2,0,3
431148,4,0,1,0,0,0,0,0,11.1,15,9,8,3,6,1,10,0,0,0
656620,0,0,1,0,0,0,0,4,11.1,13,8,8,0,5,1,5,1,0,2
676050,5,0,4,0,0,0,0,0,22.2,27,18,16,3,14,1,12,1,0,0
622780,0,1,0,0,0,0,0,0,17.0,12,12,12,4,16,2,28,2,1,1
643377,14,4,5,0,0,0,0,0,82.0,82,62,58,23,29,1,65,5,0,6
660853,0,2,1,0,0,0,2,2,35.1,43,32,25,8,18,4,48,4,1,5
571656,0,0,0,0,0,0,1,2,35.1,40,25,25,9,21,1,37,5,0,2
445213,1,2,1,0,0,0,2,2,29.2,45,23,21,7,8,2,22,1,0,0
672335,0,1,2,0,0,0,0,0,24.0,21,21,17,5,20,1,25,0,0,1
606160,0,5,4,0,0,7,6,4,49.1,59,40,35,4,17,1,42,5,0,4
669294,1,2,3,0,0,0,0,0,26.2,32,24,19,5,10,0,26,2,0,2
571735,1,0,2,0,0,0,1,0,26.2,30,20,19,5,9,1,21,1,0,2
620396,0,1,1,0,0,0,0,2,7.0,6,6,5,0,4,1,3,0,0,0
543548,1,1,0,0,0,1,0,0,14.0,20,10,10,3,3,0,17,0,0,0
500779,10,0,3,0,0,0,0,4,63.0,74,50,45,12,35,1,85,1,1,7
543699,1,0,1,0,0,0,0,0,7.0,7,7,5,3,2,0,5,0,0,0
592346,18,3,7,0,0,0,0,0,101.2,127,74,73,18,28,0,56,6,0,2
665620,2,0,2,0,0,0,0,0,8.1,8,7,6,1,4,0,7,1,0,0
664918,0,1,1,0,0,0,0,2,33.1,30,27,24,9,22,2,36,5,0,1
641386,0,3,2,0,0,0,1,1,35.2,44,30,26,6,21,2,42,1,0,1
502239,8,1,5,0,0,0,0,0,37.0,42,29,27,4,14,0,32,1,0,2
661255,0,0,0,0,0,0,3,2,12.1,18,10,9,3,6,2,13,0,0,0
458708,0,4,0,0,0,0,0,1,49.1,69,36,36,10,5,0,37,1,1,0
622065,2,2,6,0,0,0,2,4,52.0,65,43,38,12,27,4,43,3,0,3
592169,0,0,0,0,0,0,0,0,13.2,14,10,10,2,7,0,12,4,0,0
643615,3,0,2,0,0,0,0,0,15.0,21,16,11,6,9,0,8,0,0,0
666200,18,6,9,0,0,0,0,1,95.1,106,73,70,20,48,1,98,4,0,8
488748,0,0,2,0,0,0,1,0,16.1,16,13,12,5,13,1,16,2,1,0
669211,17,2,10,0,0,0,0,0,95.0,110,70,70,17,40,1,82,2,1,5
685503,10,2,4,0,0,0,0,0,40.2,45,31,30,11,13,0,24,4,0,1
670955,1,0,3,0,0,0,1,0,20.1,19,18,15,3,12,1,25,0,1,1
608334,0,0,0,0,0,0,0,1,25.2,26,20,19,3,13,0,24,3,0,2
675912,6,1,3,0,0,0,0,0,29.2,36,23,22,6,13,0,30,4,0,1
656529,12,1,4,0,0,0,0,0,68.2,90,54,51,10,32,0,68,0,0,11
592644,1,1,2,0,0,1,3,5,56.1,65,43,42,17,27,1,44,3,0,3
676265,1,0,0,0,0,0,0,0,17.1,20,15,13,7,11,0,12,0,0,2
656186,0,0,0,0,0,0,1,0,1.1,1,1,1,1,0,0,2,0,0,0
502624,9,2,4,0,0,0,0,0,48.0,51,36,36,10,20,1,35,3,0,0
542888,0,1,0,0,0,0,1,2,36.0,39,28,27,10,15,0,44,2,0,0
456713,0,0,0,0,0,0,0,2,4.0,4,3,3,3,1,0,5,0,0,0
451584,0,0,3,0,0,2,1,2,42.2,44,33,32,8,19,0,38,2,0,4
641672,2,0,1,0,0,0,0,0,9.1,11,7,7,2,6,0,8,1,0,2
624586,0,0,0,0,0,0,0,0,8.0,12,10,6,0,7,0,11,2,0,0
572020,1,0,0,0,0,0,0,0,1.1,0,1,1,0,1,0,2,0,0,1
594986,0,0,0,0,0,1,0,0,13.1,17,10,10,3,6,1,8,0,0,1
663399,0,0,1,0,0,0,0,0,9.1,14,8,7,2,9,0,7,0,0,1
649144,8,2,3,0,0,0,0,0,42.2,53,32,32,10,16,0,26,3,0,0
642233,0,0,0,0,0,0,1,1,18.2,24,15,14,3,10,2,5,3,0,1
656954,15,7,8,0,0,0,0,0,80.1,105,69,61,14,43,1,63,5,0,5
664054,0,0,0,0,0,0,0,2,15.2,16,12,12,2,10,0,26,1,0,1
621098,0,0,0,0,0,0,1,0,10.1,13,9,8,2,3,1,6,1,0,4
642083,0,2,2,0,0,0,2,2,31.0,43,24,24,6,15,0,25,1,0,1
621074,0,0,0,0,0,1,1,0,28.1,32,25,22,5,11,0,30,2,0,0
668941,0,0,0,0,0,0,0,3,9.0,12,8,7,4,4,1,8,1,0,0
664074,2,0,6,0,0,0,0,0,38.1,56,34,30,8,11,1,36,1,0,2
641632,1,1,3,0,0,0,4,1,25.1,32,20,20,1,12,1,26,3,0,2
664045,6,0,3,0,0,0,0,1,27.2,34,22,22,6,10,0,11,1,0,0
593140,0,0,0,0,0,1,0,0,20.0,26,17,16,4,7,0,22,0,0,2
667297,0,1,1,0,0,0,0,5,28.2,25,23,23,5,13,0,30,3,0,7
572888,0,0,1,0,0,1,1,3,23.2,25,19,19,6,14,0,24,4,0,1
650668,5,0,3,0,0,0,0,0,22.1,32,19,18,5,9,1,20,0,0,0
592233,0,0,4,0,0,4,0,5,23.1,33,22,19,3,12,3,17,4,1,3
667498,4,0,2,0,0,0,0,0,25.2,34,24,21,4,12,0,19,1,0,1
453562,24,5,14,0,0,0,0,0,98.2,131,91,81,24,44,3,83,6,0,3
663432,0,1,3,0,0,3,3,10,31.2,29,27,26,6,25,1,42,3,0,0
672282,5,1,3,0,0,0,0,0,20.2,26,17,17,5,11,1,19,2,0,1
